# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.600000,168112000000000.031250,0.948451,4.370000,0.000000,0.000000,0.000000,0.000000,6.115911,560.501584,45383667918.819878
