# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.200000,100000000000000.000000,0.902628,5.050949,0.000000,0.000000,0.000000,814.967010,3.637757,920.701247,20028039254.956940
