# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.050000,103467750000000.000000,0.948451,4.370000,0.000000,0.000000,0.000000,0.000000,4.013567,3954.395381,27932247586.772362
