# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.400000,100000000000000.000000,0.851144,4.773470,0.000000,0.000000,0.000000,1566.180612,3.430270,451.763992,20288090890.647190
