# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.800000,206303999999999.968750,0.948451,4.370000,0.000000,0.000000,0.000000,0.000000,6.880400,494.504528,55694014861.070091
