# #halo_redshift, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec, mpp
0.400000,138367999999999.984375,0.948451,4.370000,0.000000,0.000000,0.000000,0.000000,5.351422,704.778256,37353950714.947578
